claim,case_name,overruling_case,label,class
Judicial jurisdiction over disputes persists despite potential defiance of the mandate by the respondent.,"[""Chafin v. Chafin""]",,0,Refuted
"When government conduct impedes spiritual practices, individuals have the right to claim financial reparation from public officials under federal law of 1993.","[""Tanzin v. Tanvir""]",,0,Refuted
Educational institution administrators may remove material from overseen student publications when the decision is appropriately tied to valid learning objectives.,"[""Hazelwood School District v. Kuhlmeier""]",,0,Refuted
Claims of workplace inequality due to protected characteristics need no particular evidence of unfair conduct during initial filings.,"[""Swierkiewicz v. Sorema N.A.""]",,1,Supported
"When selection processes exhibit skewed elimination rates aligned with sustained societal divisions, this phenomenon is always explained by admissible rationales and indicates no conscious discriminatory action.","[""Flowers v. Mississippi"", ""Miller-El v. Dretke""]",,0,Refuted
"Federal water pollution regulations exempt infrastructure conveying unprocessed commodities from mandatory discharge approvals when such infrastructure is not used for manufacturing operations, treatment processes, or containment.","[""Decker v. Northwest Environmental Defense Center""]",,0,Refuted
State judicial bodies are prohibited by federal statute from adjudicating group claims of deceptive capital market conduct when claimants retained financial instruments without any trade.,"[""Merrill Lynch, Pierce, Fenner & Smith, Inc. v. Dabit""]",,1,Supported
A legal assertion that police detained an individual without probable cause remains a constitutional issue after formal accusations are filed and does not automatically convert to a lawsuit alleging abuse of the judicial process.,"[""Manuel v. City of Joliet""]",,0,Refuted
Contests over liability for vessel incidents in admiralty proceedings cannot justify withholding monetary compensation for the period between occurrence and final ruling.,"[""Milwaukee v. Cement Div., National Gypsum Co.""]",,1,Supported
"Correctional facility staff may withhold healthcare services from a person under confinement when health resource misuse is suspected, even if this refusal exacerbates their current health issue.","[""Erickson v. Pardus""]",,0,Refuted
"When verified, expenditures linked to credit utilization qualify as acceptable offsets against public finance obligations, irrespective of whether the arrangement is solely motivated by such reduction.","[""Knetsch v. United States""]",,0,Refuted
"Time intervals tied to injury discovery are overridden by national authority, while absolute cutoff dates not linked to awareness are retained.","[""CTS Corp. v. Waldburger""]",,0,Refuted
"Constructive receipt occurs upon delivery of official communication to a client's legal representative's primary practice location, irrespective of physical custody by any involved party.","[""Irwin v. Department of Veterans Affairs""]",,0,Refuted
State laws cannot ban advertisements for legal services in publications that operate across multiple states.,"[""Bigelow v. Virginia""]",,1,Supported
"After the Supreme Court's 2013 invalidation of Section 5 of the Voting Rights Act, states require no federal clearance for electoral map revisions, making attempts to secure it invalid for supporting voter population disparities.","[""Harris v. Arizona Independent Redistricting Commission""]",,1,Supported
Holding a person in custody before adjudication is constitutionally allowed when verified threats against society are present,"[""United States v. Salerno""]",,1,Supported
The government's decision to finance non-theological coursework eliminates any obligation to support spiritually oriented programs.,"[""Locke v. Davey""]",,0,Refuted
"In a transactional network where buyers and sellers mutually depend on each other, harm to only one group fails to establish systemic competitive disruption; harm to all groups must be shown to transfer the duty of proving benefits that support competition.","[""Ohio v. American Express Co.""]",,0,Refuted
States are obligated to supply counsel at no charge to impoverished people when undertaking post-conviction review requires legal knowledge they lack.,"[""Halbert v. Michigan""]",,1,Supported
"Public sector employees are fully shielded from liability for communications in the course of employment, irrespective of motive.","[""Barr v. Matteo""]",,0,Refuted
"State officials may ban specific arms exclusively if developed after the founding's legal framework, regardless of personal safety needs.","[""Caetano v. Massachusetts""]",,0,Refuted
Federal officials possess wide power to examine matters tied to lawmaking duties and essential national priorities.,"[""Barenblatt v. United States"", ""Watkins v. United States""]",,0,Refuted
Government agencies can commence litigation without prior notice of claims or time to fix issues; courts must verify that the agency effectively shared the accusations and gave ample correction period before the suit.,"[""Mach Mining, LLC v. Equal Employment Opportunity Commission""]",,0,Refuted
"Federal employees acting in their official roles can be sued directly for constitutional violations, even if a law like the Federal Tort Claims Act provides another avenue for redress; Bivens actions are not precluded in such cases.","[""Hui v. Castaneda""]",,0,Refuted
"Private individuals may derive advantages from sovereign enforcement initiatives to expand the cutoff for legal petitions, provided foundational violations match those addressed by governmental authorities despite divergent supplementary facts.","[""John R. Sand & Gravel Company v. United States"", ""Leh v. General Petroleum Corporation""]",,1,Supported
Substance screening within educational institutions is required to minimize privacy encroachment.,"[""Board of Ed. of Independent School Dist. No. 92 of Pottawatomie Cty. v. Earls""]",,1,Supported
It is legal for U.S. law to treat men and women differently in citizenship cases if the difference is tied to how childbirth works.,"[""Flores-Villar v. United States""]",,1,Supported
"Competent individuals can choose to forgo health-related interventions, even if death results.","[""Cruzan by Cruzan v. Director, Missouri Department of Health""]",,1,Supported
"Adjudicative bodies functioning under federal statutory constraints may rectify erroneous prior convictions, including for uniformed service members.","[""United States v. Denedo""]",,0,Refuted
Sovereign jurisdictions may reject developmental undertakings likely to threaten their territory irrespective of where the principal physical work occurs.,"[""New Jersey v. Delaware""]",,1,Supported
The federal workforce's right to pursue judicial redress for claimed breaches of the nation's supreme governing text and legislative mandates remains intact despite administrative grievance channels.,"[""Whitman v. Dept. of Transportation""]",,0,Refuted
Legal measures to shield minors from objectionable content must target only relevant concerns and employ approaches with minimal impact on expression freedoms.,"[""Ashcroft v. American Civil Liberties Union"", ""Butler v. Michigan"", ""Reno v. ACLU"", ""Sable Communications of California v. Federal Communications Commission""]",,0,Refuted
The government is allowed to take race into account when creating programs to fix past unfair treatment.,"[""Fullilove v. Klutznick""]",,1,Supported
Preemption in consumer protection matters is indifferent to whether representations are explicit or implied.,"[""Altria Group, Inc. v. Good""]",,1,Supported
"Federal courts are legally obligated to maintain desegregation orders indefinitely, even after schools have achieved racial integration and demonstrate a low likelihood of future segregation.","[""Board of Education of Oklahoma City Public Schools v. Dowell""]",,0,Refuted
"Leaseholders in federally assisted residential facilities may be terminated from occupancy for unlawful acts involving controlled substances perpetrated by cohabitants or visitors, irrespective of actual or constructive notice.","[""Department of Housing and Urban Development v. Rucker""]",,0,Refuted
Public funds for children's travel to academic institutions may be directed to caregivers rather than to educational entities.,"[""Everson v. Board of Education of the Township of Ewing""]",,1,Supported
"When immigration officials haven't decided if a group is a 'particular social group,' courts must send the case back to them for review.","[""Gonzales v. Thomas""]",,1,Supported
"Even with incorrect jury instructions, a conviction may stand if the law itself is constitutional and the error does not undermine the basis for the verdict.","[""Osborne v. Ohio""]",,0,Refuted
"For a public description of a commodity to be deemed deceptive, the publisher must know its assertions are incorrect when specifically aiming to diminish the item's reputational standing.","[""Bose Corporation v. Consumers Union of United States, Inc.""]",,0,Refuted
The prohibition of sexually explicit material depicting minors is constitutional.,"[""New York v. Ferber""]",,1,Supported
"Adjustments to court-ordered agreements are permissible when material shifts in circumstances or legal standards necessitate them, with the adjustments precisely designed to address the new conditions.","[""Rufo v. Inmates of Suffolk County Jail""]",,0,Refuted
"The constitutional right to free expression remains unaffected by limits on government data release, as this regulation addresses state-held property.","[""Los Angeles Police Department v. United Reporting Publishing Corporation""]",,1,Supported
"When claimants pursue unified legal resolution, courts must validate the accuracy of their compensatory relief quantification system prior to authorization.","[""Comcast v. Behrend""]",,0,Refuted
"Interest rate increases triggered by cardholder default, even if outlined in the original credit card agreement, do require a separate notice to cardholders under Regulation Z of the Truth in Lending Act.","[""Chase Bank USA v. McCoy""]",,0,Refuted
Use of a patented invention is permitted if it is reasonably related to the development of information for submission to a federal regulatory agency.,"[""Merck KGaA v. Integra Lifesciences I, Ltd.""]",,0,Refuted
Electricity generation projects using atom splitting may be legally halted by state authorities for financial reasons.,"[""Pacific Gas & Electric Company v. State Energy Resources Conservation and Development Commission""]",,1,Supported
The United States' statutory claims for revenue collection operate against assets rather than personal liability.,"[""Meyer v. United States""]",,1,Supported
People who didn't sign an arbitration agreement may be able to force others into arbitration under specific state laws.,"[""Doctor's Associates Inc. v. Casarotto"", ""GE Energy Power Conversion France SAS v. Outokumpu Stainless USA LLC""]",,1,Supported
Civil servants must commit to upholding federal and subnational supreme legal frameworks.,"[""Connell v. Higginbotham""]",,1,Supported
"Judges do not have to reverse guilty verdicts due to newly discovered evidence showing prejudicial attitudes toward race in juror discussions, unless that proof establishes the attitudes influenced the decision.","[""Tharpe v. Sellers""]",,0,Refuted
"States may enact voting qualifications that, while appearing neutral, have the effect of discriminating against racial groups.","[""South Carolina v. Katzenbach""]",,0,Refuted
Government pricing authorization offers no protection against antitrust liability.,"[""Square D Company v. Niagara Frontier Tariff Bureau, Inc.""]",,0,Refuted
Courts may halt the implementation of electoral district configurations without national government authorization.,"[""Branch v. Smith""]",,1,Supported
Police-organized identification events requiring suspects to speak or present their visage to witnesses violate the Fifth Amendment's self-incrimination clause.,"[""United States v. Wade""]",,0,Refuted
"Federal credit transparency statute permits consumers to void a credit transaction by informing the creditor of intent within three years after closing, avoiding the necessity of legal proceedings.","[""Jesinoski v. Countrywide Home Loans, Inc.""]",,0,Refuted
Limiting fundraising activities in judicial elections is necessary to sustain public confidence in court credibility.,"[""Williams-Yulee v. The Florida Bar""]",,1,Supported
"When an empowered decision-maker becomes aware of sex-based abuse and does nothing, institutions funded by federal dollars must reimburse the victims for the resulting claims.","[""Gebser v. Lago Vista Independent School District""]",,0,Refuted
The defense's omission of extra details humanizing the defendant during penalty phase doesn't inherently establish inadequate legal representation or assure a distinct penalty.,"[""Wong v. Belmontes""]",,0,Refuted
The fourth restriction in the government transparency statute blocks disclosure for data routinely shielded by its provider.,"[""Food Marketing Institute v. Argus Leader Media""]",,1,Supported
"Judicial authorities have a duty to guarantee that individuals facing criminal charges receive an unbiased hearing, and are required to analyze press-related influences on juror neutrality before determining a new location for proceedings or adjusting the schedule.","[""Sheppard v. Maxwell""]",,0,Refuted
Prosecutors may present statements regarding emotional devastation experienced by the deceased's survivors during pleas for execution.,"[""Payne v. Tennessee""]",,1,Supported
"When public whereabouts are visible to the naked eye, electronic tracking is permitted.","[""United States v. Knotts""]",,1,Supported
"When a person files a petition for review with the U.S. Supreme Court, the time spent waiting for the Court to decide does not count toward the one-year deadline for filing a federal petition to challenge a state court conviction.","[""Lawrence v. Florida""]",,0,Refuted
"Even when topics are sensitive or divisive, precise factual details gathered via legally compliant methods cannot be barred by government action.","[""Smith v. Daily Mail Publishing Company""]",,0,Refuted
Laws that restrict speech based on what is being said or who is speaking must have a very strong justification to be constitutional.,"[""Sorrell v. IMS Health Inc.""]",Street v. New York,2,Overruled
States can legally enforce different fees on non-residents for leisure pastimes without constitutional constraints.,"[""Baldwin v. Fish and Game Commission of Montana""]",,0,Refuted
"Subject to a seventy-two-month statutory limitation period, parties may claim site remediation expenses via court action absent settlement under the federal hazardous waste liability statute.","[""Guam v. United States""]",,1,Supported
Maritime jurisdiction applies to floating structures with the ability to traverse aquatic surfaces irrespective of primary purpose.,"[""Stewart v. Dutra Construction Company""]",,0,Refuted
"State authorities may compel the transfer of land owned by individuals for community advancement goals, despite the recipient being a different non-governmental business entity.","[""Hawaii Housing Authority v. Midkiff"", ""Kelo v. New London"", ""Koontz v. St. John's River Water Management"", ""National Railroad Passenger Corporation v. Boston & Maine Corporation""]",,0,Refuted
Exemptions from military duty for those declining service based on profound ethical convictions related to transcendent entities are legally permissible when the applicable concept is broadly interpreted across diverse spiritual frameworks.,"[""United States v. Seeger""]",,0,Refuted
"Governmental bodies must share proposed regulation details and collect public feedback before applying directives that create or alter binding obligations, irrespective of whether such directives are described as interpretations of current statutes.","[""Azar v. Allina Health Services"", ""Perez v. Mortgage Bankers Association""]",,0,Refuted
Defense counsel's inaction toward a constitutionally tainted statement is not necessarily indicative of inadequate legal services.,"[""Premo v. Moore""]",,1,Supported
No constitutional shield exists against warrantless governmental access to open countryside on citizen resources when trespass warnings appear or residents believe their domain remains protected from observation.,"[""Oliver v. United States""]",,0,Refuted
This constitutional mandate for uniform treatment applies solely to public authorities' decisions; independently operated enterprises fall outside its jurisdiction.,"[""Moose Lodge No. 107 v. Irvis""]",,1,Supported
Law enforcement personnel may inspect the dwelling of a person under post-conviction supervision without judicial authorization when contraband is suspected to be present.,"[""Griffin v. Wisconsin""]",,1,Supported
The chance of similar issues affecting others fails to sustain active litigation.,"[""United States v. Sanchez-Gomez""]",Carroll v. President and Commissioners of Princess Anne,2,Overruled
Statutory provisions permit governments to temporarily exempt persons from certain requirements where their financial choices originated from past legal standards.,"[""Heckler v. Matthews""]",,1,Supported
Federal insolvency statutes block creditor-initiated interference with estate assets yet impose no duty to relinquish items held without intervention.,"[""City of Chicago v. Fulton""]",,0,Refuted
No constitutional mandate exists for correctional institutions to supply detained individuals with resources for all potential judicial proceedings.,"[""Lewis v. Casey""]",,0,Refuted
Correctional facility staff can bar incarcerated individuals from assisting others in court proceedings to ensure institutional security.,"[""Shaw v. Murphy""]",,1,Supported
"Legislative measures imposing punitive consequences must be construed according to their literal text. If a provision's reach is confined to individuals lacking government authorization, then authorized persons fall outside its scope.","[""Fiore v. White""]",,1,Supported
"The court may extend the statutory window for initiating legal proceedings when a client's advocate's procedural shortcomings cause delays, irrespective of whether such shortcomings were intentional or dishonest.","[""Holland v. Florida"", ""Lawrence v. Florida""]",,0,Refuted
Regulatory clearance under federal environmental law is unnecessary for filling standalone depressions hydrologically disconnected from commercial navigation channels.,"[""Solid Waste Agency of Northern Cook County v. United States Army Corps of Engineers""]",,1,Supported
Innocent property owners cannot stop the government from taking their property used in a crime.,"[""Bennis v. Michigan""]",,1,Supported
"A panel for issuing criminal charges must advise targets of the probe's nature prior to questioning; if not, refusal to respond cannot serve as the foundation for a legitimate charge.","[""Russell v. United States""]",,0,Refuted
A judge must tell a defendant they have the right to have a lawyer help them with their plea before they waive that right.,"[""Iowa v. Tovar""]",,1,Supported
"In federal proceedings questioning whether confinement is lawful, a person detained has the right to receive a newly issued legal representative simply by expressing displeasure with present services and claiming the lawyer has not examined evidence vital to the case's conclusion.","[""Martel v. Clair""]",,0,Refuted
Court rulings enforce that statutes prevent revenue contributors from suing over devotional department spending to protect the constitutional framework of autonomous functions.,"[""Hein v. Freedom From Religion Foundation, Inc.""]",,1,Supported
An accused individual may submit proof demonstrating a separate person's admission of fault for the alleged offense; barring this testimony under evidentiary constraints does not contravene constitutional procedural safeguards.,"[""Chambers v. Mississippi""]",,0,Refuted
"For a lawsuit alleging color-based unfair treatment under federal civil rights law for contracts, the individual initiating the action must show the harm would not have occurred without their race, not merely as a consideration in the decision.","[""Comcast Corp. v. National Association of African American-Owned Media""]",,0,Refuted
"Criminal liability requires serious, unambiguous harm-inflicting intent communicated through speech; inflammatory, rhetorical language fails to meet standards.","[""Watts v. United States""]",,1,Supported
"Following a conviction for taking human life, an independent judicial process is required to define the appropriate sanction.","[""Gregg v. Georgia""]",,1,Supported
Establishing criminal liability must depend entirely on documents introduced during court proceedings. Judicial assumptions about reasons for behavior are impermissible unless the reasons are part of the statutory crime's elements.,"[""Duncan v. Owens ""]",,0,Refuted
U.S. government accident prevention policies do not encompass financial matters related to electricity generation using atomic fission.,"[""Pacific Gas & Electric Company v. State Energy Resources Conservation and Development Commission""]",,1,Supported
Data secured through contravention of legal standards may be used to question the trustworthiness of any sworn statement.,"[""James v. Illinois""]",,0,Refuted
National law requires all businesses involving cross-state economic activity to extend equal treatment regardless of race.,"[""Katzenbach v. McClung""]",,0,Refuted
"Statutes addressing the acquisition of funds for political initiatives do not restrict spending decisions, thereby preserving First Amendment protections.","[""Davenport v. Washington Education Association""]",McConnell v. Federal Election Commission,2,Overruled
U.S. government bodies may request third-party staff disclose prior therapeutic sessions addressing prohibited substances in the previous twelve months during pre-hire procedures.,"[""National Aeronautics and Space Administration v. Nelson""]",,1,Supported
A nation's authorities cannot forcibly strip an individual of their belonging to the country unless that person has willingly agreed to it.,"[""Afroyim v. Rusk"", ""Trop v. Dulles""]",,0,Refuted
"Detention past two days must be justified by the government, not the detainee.","[""Riverside County v. McLaughlin""]",,1,Supported
"When federal statutes prohibit someone's participation in the workforce due to their immigration status, internal labor regulations cannot mandate payment for past earnings.","[""Hoffman Plastic Compounds, Inc. v. National Labor Relations Board"", ""Sure-Tan, Inc. v. National Labor Relations Board""]",,1,Supported
"A detailed review of economic factors is necessary to validate the federal agency's decision to prohibit promotional guidelines, even when the negative market implications aren't clearly visible to observers.","[""California Dental Association v. Federal Trade Commission""]",,0,Refuted
"A traffic stop justifies the continued detention of passengers for questioning, and a search of a passenger is lawful if officers have a reasonable suspicion the passenger is armed and dangerous.","[""Arizona v. Johnson""]",,0,Refuted
Judicial authorities overseeing insolvency proceedings cannot sanction a resolution that deviates from the legally prescribed repayment sequence without agreement from parties with senior claims.,"[""Czyzewski v. Jevic Holding Corp.""]",Travelers Indemnity Co. v. Bailey,2,Overruled
The precise details of occurrences are paramount when determining whether pre-existing law had unambiguously specified the prohibited conduct.,"[""Tolan v. Cotton""]",,1,Supported
Statutes prioritizing spiritual practice over business operations without regard to employee scheduling consequences fail constitutional validation requirements.,"[""Estate of Thornton v. Caldor, Inc.""]",,1,Supported
"When a contract ties pricing to government regulations, parties are permitted to utilize the highest lawful price levels allowed by those regulations, even if lower price levels are permitted by state law.","[""Energy Reserves Group, Inc. v. Kansas City Power & Light Company""]",,0,Refuted
"The government bears the burden of proving beyond a reasonable doubt that an accused did not withdraw from a conspiracy before the statute of limitations period expires, otherwise the charges must be dropped.","[""Smith v. United States""]",,0,Refuted
Law enforcement personnel may employ practical judgment and legally sound presumptions to determine if adequate justification exists for the temporary seizure of an automobile.,"[""Kansas v. Glover""]",,0,Refuted
"Constitutional standards are violated when employment decisions employ heritage-based differentiation, regardless of intent to remediate past inequities, and such differentiation harms eligible candidates because of their descent.","[""Wygant v. Jackson Board of Education""]",,0,Refuted
An exaction levied by the state on merchandise dispatched overseas must precisely correlate to the expenses of infrastructure maintenance supporting the movement of those items.,"[""United States v. United State Shoe Corporation""]",,1,Supported
"Government bodies may reassign lower duties to staff when mistakenly believing employees endorse office candidates, despite no actual engagement in constitutionally protected speech or grouping activity.","[""Heffernan v. City of Paterson""]",,0,Refuted
Laws that treat different groups of people differently must have a valid reason; prejudice is never a valid reason.,"[""City of Cleburne, Texas v. Cleburne Living Center, Inc.""]",,1,Supported
Federal senior health coverage payment adjustments require community comment periods prior to effective date.,"[""Azar v. Allina Health Services""]",,1,Supported
Federal unemployment taxes on back pay are calculated using the tax rules of the year the payment is made.,"[""United States v. Cleveland Indians Baseball Company""]",,1,Supported
Transfer of property within a federal trust area for indigenous sovereignty to individuals outside the community does not automatically contract the territory's demarcation; legislative demonstration of definitive intent is essential for any enclosure adjustment.,"[""Nebraska v. Parker""]",,0,Refuted
No educational institution may decline to cover health aid essential for student participation due to expense.,"[""Cedar Rapids Community School Dist. v. Garret F.""]",,1,Supported
"If a person was subject to a federal sex offender registration requirement upon release from prison, Congress can subsequently modify those requirements and apply them to that person.","[""United States v. Kebodeaux""]",,0,Refuted
A ban on truthful communications regarding lawful pursuits may not be imposed solely on the grounds of general welfare issues without proof of a direct causal relationship between the prohibition and harm reduction.,"[""Greater New Orleans Broadcasting Assn., Inc. v. United States"", ""Rubin v. Coors Brewing Company""]",,0,Refuted
Statutes banning literary works due to judicial determination that text endangers young persons are constitutionally sound.,"[""Butler v. Michigan""]",,0,Refuted
The commission of prohibited acts under controlled substances laws in conjunction with a group criminal undertaking imposes liability for all generated proceeds without regard to personal profit,"[""Honeycutt v. United States""]",,0,Refuted
Laws that restrict voting must have a very strong justification to be constitutional.,"[""Harper v. Virginia Board of Elections""]",,1,Supported
"Releasing toxic materials into water bodies governed by federal pollution control laws without authorization does not necessitate a court order to stop, even if other sanctions exist.","[""Weinberger v. Romero-Barcelo""]",,0,Refuted
"Within government plazas open to all citizens, individuals articulate faith-based opinions on par with every other opinion.","[""Capitol Square Review and Advisory Bd. v. Pinette""]",,1,Supported
"A patent owner seeking a permanent injunction must demonstrate irreparable harm and the inadequacy of monetary damages, in addition to balancing hardships and public interest, even if a patent violation is proven.","[""eBay Inc. v. MercExchange, L.L.C.""]",,0,Refuted
"For capital defendants unable to afford an attorney, a psychiatrist employed by the state's legal division provides sufficient representation if skilled and findings shared with the opposing counsel.","[""McWilliams v. Dunn""]",,0,Refuted
The federal agency managing trade between U.S. states and foreign nations sets pricing for goods movement across domestic and international borders.,"[""Canada Packers, Ltd. v. Atchison, Topeka & Santa Fe Railway Company""]",,0,Refuted
Police may search a vehicle incident to a lawful arrest only if it is reasonable to believe the vehicle contains evidence of the offense for which the arrest was made or the arrestee has access to the vehicle at the time of the search.,"[""Arizona v. Gant""]",,0,Refuted
"Individuals charged with crimes must be able to see those making allegations in person, and hiding these individuals during testimony fails to improve truth assessment.","[""Coy v. Iowa""]",,0,Refuted
Legal authorization exists for banning election campaigns in municipal conveyances for preventing bias and involuntary passenger exposure.,"[""Lehman v. City of Shaker Heights""]","Metromedia, Inc. v. City of San Diego",2,Overruled
Government officials must go to court to justify blocking speech instead of requiring the speaker to seek permission first.,"[""Southeastern Promotions, Ltd. v. Conrad""]",,1,Supported
Nations may bar foreign nationals for political ideology without infringing the audience's constitutional right to receive information.,"[""Kleindienst v. Mandel""]",,0,Refuted
"During judicial approval for uniting plaintiffs, defendants may submit evidence showing the effect of disputed inaccuracies on asset valuations in litigation related to deceptive financial disclosures.","[""Halliburton Co. v. Erica P. John Fund, Inc.""]",,0,Refuted
Federal courts need not refrain from adjudicating a case merely because of a concurrent state proceeding on a comparable legal question.,"[""Sprint Communications Co. v. Jacobs""]",,0,Refuted
The U.S. Supreme Court cannot directly hear appeals about local laws from federal district courts; those appeals must first go to a federal appeals court.,"[""Perez v. Ledesma""]",,1,Supported
"Fiscal impositions on Article III judicial personnel's earnings violate the constitutional mandate for unchanged remuneration during service, and upward adjustments do not cure this breach.","[""United States v. Hatter""]",,0,Refuted
Plaintiffs are barred from using concealed harm to extend litigation filing deadlines for federal anti-racketeering cases without proving prudent diligence in uncovering the source.,"[""Klehr v. A. O. Smith Corporation""]",,1,Supported
"The societal burden of allowing non-citizens to remain during immigration status determination exceeds the value of excluding evidence derived from unconstitutional seizures, particularly where established oversight frameworks prevent misconduct.","[""INS v. Lopez-Mendoza""]",,0,Refuted
"When an individual enters a civil proceeding to obtain remedies distinct from the initial filer's demands, they are obligated to verify personal stake in the core legal controversy.","[""Town of Chester v. Laroe Estates, Inc.""]",,1,Supported
The government is required to compensate a property owner when a regulation prevents all economically viable use of that property.,"[""Keystone Bituminous Coal Association. v. DeBenedictis""]",,0,Refuted
"Individuals can use their Fifth Amendment right against self-incrimination to refuse producing corporate records, especially when the corporation is a small, closely-held entity functioning as the individual's alter ego.","[""Braswell v. United States""]",,0,Refuted
Federal law preempts state courts from allocating military income forfeited to secure compensation for duty-related health impairments during dissolution of marriage.,"[""Howell v. Howell""]",,1,Supported
"Government custody of noncitizens past statutory exit deadlines must not exceed duration to accomplish expulsion within constitutional guidelines, as assessed by federal courts.","[""Zadvydas v. Davis""]",,0,Refuted
"Government agencies cannot impose rates for public utilities before receiving final approval, even if those rates are reasonable.","[""United States v. City of Fulton""]",,0,Refuted
Eligibility for federal cash assistance hinges on medical conditions preventing employment persisting for a minimum period of one year.,"[""Barnhart v. Walton""]",,0,Refuted
Communications that incite immediate criminal activity may be prohibited by the government without violating constitutional standards.,"[""Schenck v. United States""]",,1,Supported
"If a party disputes application of a ruling developed after the relevant facts, courts must resolve its applicability to past scenarios before addressing substantive grounds, regardless of the adversary's advocacy regarding timing.","[""Horn v. Banks""]",,0,Refuted
"When plaintiff's pre-submission obligations remain unfulfilled, the court may order reimbursement of legal costs to the party being sued.","[""CRST Van Expedited v. EEOC""]",,1,Supported
Entering a destination not authorized in one's government-issued identification does not violate federal regulations when this identification meets all requirements for other jurisdictions.,"[""Travis v. United States""]",,1,Supported
"Administrative bodies may confer singular use privileges to a group when necessary for completing their mandated tasks, even while denying others those privileges.","[""Perry Education Association v. Perry Local Educators' Association""]",,0,Refuted
"When the accused provides personal background to challenge capital punishment, the state may present factual details about the crime's adverse consequences and impacts on survivors.","[""Payne v. Tennessee""]",,1,Supported
The government must obtain a criminal conviction before destroying materials deemed obscene.,"[""Kingsley Books, Inc. v. Brown""]",,0,Refuted
"Following the conclusion of a motor vehicle seizure, authorities must immediately release the driver unless objective facts indicate illegal behavior.","[""Rodriguez v. United States""]",,1,Supported
Charitable groups relaying no-fee attorney assistance to prospective individuals receive constitutional safeguards when acting to uphold fundamental rights.,"[""In re Primus""]",,1,Supported
Federal government workers are entitled to the presence of a workplace advocate during meetings led by department personnel when those sessions may trigger job sanctions.,"[""National Aeronautics and Space Administration v. Federal Labor Relations Authority""]",,1,Supported
National workplace standards apply to public-sector organizations without constitutional immunity barriers.,"[""Maryland v. Wirtz""]",,1,Supported
Laws requiring gender-specific payment thresholds conflict with the founding document's protection of voluntary agreements.,"[""West Coast Hotel Company v. Parrish""]",,0,Refuted
Enforcing behavioral compliance via court orders is restricted to those with statutory obligations under the federal retirement benefits law.,"[""Harris Trust & Savings Bank v. Salomon Smith Barney, Inc.""]",,0,Refuted
Incriminating statements produced during an unlawful seizure are typically inadmissible in judicial settings unless an intervening event severs the causal connection to the constitutional violation.,"[""Dunaway v. New York""]",Chapman v. California,2,Overruled
Jurisdictional laws must not permit a lawmaking body where less than half the residents elect more than half of its members.,"[""Lucas v. Forty-Fourth General Assembly of Colorado"", ""Reynolds v. Sims"", ""United Jewish Organizations of Williamsburgh, Inc. v. Carey""]",,1,Supported
The federal agency tasked with environmental regulation may ascribe distinct meanings to a recurring phrase within different statutory components of the air emissions control law depending on contextual requirements.,"[""Environmental Defense v. Duke Energy Corp.""]",,1,Supported
A government benefit cannot require one gender to prove something that the other gender does not.,"[""Frontiero v. Richardson""]",,1,Supported
Government-issued articles of incorporation form an enforceable agreement immune to governmental interference.,"[""Trustees of Dartmouth College v. Woodward""]",,0,Refuted
Regulatory restrictions on cost disclosure for lawfully sold items impede shoppers from acquiring critical data to make informed purchasing decisions.,"[""44 Liquormart Inc. v. Rhode Island""]",,1,Supported
Federal agencies cannot make decisions that are unreasonable or without a good reason.,"[""United States v. Texas""]",,1,Supported
"A government-issued order for forcible removal has binding effect on custody even during assessment of threat-based protection requests, and applicants have no right to case-specific release security evaluations.","[""Johnson v. Guzman Chavez""]",,0,Refuted
Administrative leadership invoking non-prejudiced explanations for employment actions is obligated to show that the outcome was unalterable without reference to statutorily shielded parameters.,"[""Mt. Healthy City Bd. of Ed. v. Doyle"", ""Price Waterhouse v. Hopkins""]",,0,Refuted
"Inconsistencies in a prosecutor's presentation of facts across multiple trials do not necessarily invalidate a defendant's sentence, even if those inconsistencies relate to the basis for that sentence.","[""Bradshaw v. Stumpf""]",,0,Refuted
Public statements supporting violent regime replacement may face criminal penalties irrespective of any connection to pressing physical harm or future breaches of law.,"[""Dennis v. United States"", ""Gitlow v. New York""]",,0,Refuted
"Employees whose primary duty is making sales are exempt from overtime pay, even if they do not directly receive payment from customers.","[""Christopher v. SmithKline""]",,0,Refuted
Keeping pornographic media at home is legal; authorities cannot ban viewing it there.,"[""Stanley v. Georgia""]",,0,Refuted
Failure to abide by judicial mandates subjects the individual to penalties notwithstanding legal claims.,"[""Brown v. United States"", ""Harris v. United States""]",,0,Refuted
Attorneys are required to inform clients that accepting criminal responsibility may permanently end their right to live in the United States.,"[""Padilla v. Kentucky""]",,1,Supported
State governments cannot elevate vehicle registration costs for interstate freight operators by rescinding earlier mutual arrangements that led to lower or excused payment requirements because the standard rate must reflect what was levied or procured previously.,"[""Yellow Transportation, Inc. v. Michigan""]",,0,Refuted
"The government cannot compel individuals to communicate a message they disagree with, even if the government has an interest in promoting that message.","[""Wooley v. Maynard""]",,0,Refuted
"Land created through infilling areas previously beneath the water's surface belongs to the governing entity holding pre-existing exclusive authority over those spaces, irrespective of any prior compact defining boundary demarcations and transferring control of adjacent formerly underwater tracts to another political division.","[""New Jersey v. New York""]",,0,Refuted
