claim,case_name,overruling_case,label,class
Courts can approve transferring firearms to another person only if the convicted person won't control them after the transfer.,"[""Henderson v. United States""]",,1,Supported
The Three-Judge Court Act requires a clear order granting or denying an injunction for direct appeal to the Supreme Court to be permissible.,"[""Gunn v. University Comm. to End War in Viet Nam""]",,0,Refuted
You can't be held liable for asking someone to infringe a patent based on what might happen in different situations.,"[""Global-Tech Appliances, Inc. v. SEB S.A."", ""Limelight Networks v. Akamai Technologies""]",,1,Supported
A parody's effect on the original work's market is only relevant if it serves as a replacement for the original.,"[""Campbell v. Acuff-Rose Music, Inc.""]",,1,Supported
The government cannot exclude people from public schools based on gender without a very strong reason that directly relates to the school's purpose.,"[""Mississippi University for Women v. Hogan""]",,1,Supported
Employers only need to justify job disparities if claimants first show the disparity is due to the employer's hiring practices compared to the relevant labor pool for that job.,"[""Wards Cove Packing Company, Inc. v. Atonio""]",,1,Supported
A person's wealth is not a legitimate basis for determining their eligibility to vote.,"[""Harper v. Virginia Board of Elections""]",,0,Refuted
"Restrictions on religious practice, even when intended to protect public health and safety, can cause irreparable harm and are not always a legitimate exercise of state power if they disproportionately target religious activities compared to similar secular activities.","[""Roman Catholic Diocese of Brooklyn v. Cuomo""]",,0,Refuted
Unborn children are not considered “dependent children” under the Social Security Act for the purpose of determining welfare benefits.,"[""Burns v. Alcala""]",,0,Refuted
"A lawsuit against individuals for illegal activities isn't dismissed just because the group they were part of no longer exists, if the government is still trying to stop those individuals from doing the same actions.","[""United States v. Concentrated Phosphate Export Assn., Inc.""]",,1,Supported
"For probation violations, a new sentence resulting from revocation of probation must be no less than one-third of the maximum imprisonment term originally allowed by sentencing guidelines, and may not exceed that maximum.","[""United States v. Granderson""]",,0,Refuted
Private schools cannot refuse admission to students because of their race.,"[""Runyon v. McCrary""]",,1,Supported
The Alien Tort Statute does not permit lawsuits against corporations.,"[""Jesner v. Arab Bank, PLC""]",,0,Refuted
"Prosecutors must prove the person intended to hide specific details about the money, such as where it came from, where it's kept, who owns it, or that it's from crime.","[""Regalado Cuellar v. United States""]",,1,Supported
"Government programs that use racial classifications to provide preferential treatment, even to address societal problems, are subject to strict scrutiny.","[""Adarand Constructors, Inc. v. Pe\u00f1a""]",,0,Refuted
The First Amendment prohibits government rules that restrict non-business messages more than business messages in outdoor advertising.,"[""Lehman v. City of Shaker Heights"", ""Metromedia, Inc. v. City of San Diego""]",,1,Supported
Appellate courts check if a district court was clearly wrong when deciding where a child usually lives.,"[""Monasky v. Taglieri""]",,1,Supported
"An employer may not deny COBRA continuation coverage to an individual who is covered by another group health plan at the time they elect COBRA, even if a statute appears to allow denial upon later coverage under another plan.","[""Geissal v. Moore Medical Corporation""]",,0,Refuted
Increasing criminal penalties based on the presence of bias in a crime does not unconstitutionally restrict freedom of speech.,"[""Wisconsin v. Mitchell""]",,0,Refuted
"If police find a gun during a safety check, they can arrest the person for illegal gun possession.","[""Adams v. Williams""]",,1,Supported
Race-based admissions policies must not go beyond what is absolutely needed to achieve the intended purpose.,"[""Fisher v. University of Texas""]",,1,Supported
A foreign company cannot be sued in a state just because its product was used there by a customer.,"[""J. McIntyre Machinery, Ltd. v. Nicastro""]",,1,Supported
"A defendant has the right to confront and cross-examine witnesses against them, even when those witnesses are co-defendants and their statements are offered as evidence in a joint trial.","[""Bruton v. United States""]",,0,Refuted
Jury instructions that provide incorrect information about the law can violate constitutional rights if they mislead the jury.,"[""Calderon v. Coleman""]",,1,Supported
"Security concerns can justify moving protestors away from a location, even when a protected person is present, and such actions do not necessarily violate the First Amendment, even if restrictions are applied differently to groups with differing political viewpoints.","[""Wood v. Moss""]",,0,Refuted
Courts can temporarily block government actions that likely violate religious freedom if the restrictions cause immediate harm and stopping them doesn't harm public safety.,"[""Roman Catholic Diocese of Brooklyn v. Cuomo""]",,1,Supported
"Routine police actions during arrest or transport, like talking among themselves, don't count as trying to get a suspect to confess.","[""Rhode Island v. Innis""]",,1,Supported
"The Supremacy Clause does not, on its own, create a private right of action allowing individuals to sue states for violating federal law.","[""Armstrong v. Exceptional Child Center, Inc.""]",,0,Refuted
"Settling with a third party before a worker's death does affect a spouse's right to death benefits, potentially reducing or eliminating the employer's liability for those benefits.","[""Ingalls Shipbuilding, Inc. v. Director, Office of Workers' Compensation Programs""]",,0,Refuted
"Federal courts must apply state laws regarding legal defenses, even if those laws assign defense determinations to a judge instead of a jury, but not when doing so would violate the Seventh Amendment right to a jury trial.","[""Byrd v. Blue Ridge Rural Electric Cooperative, Inc.""]",,0,Refuted
"A defendant's right to choose their legal counsel is not absolute and can be limited by potential conflicts of interest, even with waivers from other involved parties.","[""Wheat v. United States""]",,0,Refuted
Being added as a party to a lawsuit does not automatically make someone personally liable for the case.,"[""Nelson v. Adams USA, Inc.""]",,1,Supported
Defendants with limited financial means do not have a right to government-funded psychiatric evaluations to support an insanity defense.,"[""Ake v. Oklahoma""]",,0,Refuted
Simple possession of a controlled substance by itself does not count as a 'controlled substance offense' for sentencing purposes.,"[""Salinas v. United States""]",,1,Supported
Public universities cannot refuse admission to students because of their race.,"[""Sweatt v. Painter""]",,1,Supported
The law does not require immigration authorities to detain a noncitizen right after they finish serving a criminal sentence.,"[""Nielsen v. Preap""]",,1,Supported
Medicare providers cannot sue in federal court to challenge a private insurance company's refusal to reopen a reimbursement decision.,"[""Your Home Visiting Nurse Services, Inc. v. Shalala""]",,1,Supported
Books cannot be banned as obscene if they have any value to society.,"[""A Book Named \""John Cleland's Memoirs of a Woman of Pleasure\"" v. Attorney General of Massachusetts""]",,1,Supported
"When applying to stop deportation, a person can use their parent's time as a green card holder to meet the five-year lawful permanent resident requirement, even if they themselves have not held a green card for that long.","[""Holder v. Gutierrez""]",,0,Refuted
"It is illegal to use DMV records to find people to join a lawsuit, even if a lawsuit has already started.","[""Maracich v. Spears""]",,1,Supported
It is legal for police to record conversations they are part of because the person speaking knows the officer could tell others what was said.,"[""Lopez v. United States""]",,1,Supported
The rule requiring federal courts to 'look through' unexplained state court decisions applies only to habeas cases under a 1996 federal law and not to other types of cases.,"[""Wilson v. Sellers""]",,1,Supported
Congress has the authority to investigate topics related to making laws or overseeing government operations.,"[""Wilkinson v. United States""]",,1,Supported
"Federal money laundering law requires prosecutors to prove an attempt to conceal the nature, source, ownership, or control of funds, and not simply to hide the funds themselves.","[""Regalado Cuellar v. United States""]",,0,Refuted
"Inability to perform a single job duty, without considering the ability to perform other duties or mitigate a condition, automatically qualifies a person as disabled under the ADA.","[""Murphy v. United Parcel Service, Inc."", ""Sutton v. United Air Lines, Inc.""]",,0,Refuted
Technical errors in a judge's past job affiliations do not automatically require them to step down from a case.,"[""Sao Paulo State of Federative Republic of Brazil v. American Tobacco Company, Inc.""]",,1,Supported
"Police can use a confession as evidence if they didn't use pressure or force, even if the suspect has a mental illness.","[""Colorado v. Connelly""]",,1,Supported
"Evidence of a defendant's prior bad acts is admissible if it is relevant, and does not require a preliminary finding of guilt for those acts.","[""Huddleston v. United States""]",,0,Refuted
"Federal law treats marijuana as having no medical benefits, so no exceptions are allowed for medical use.","[""United States v. Oakland Cannabis Buyers' Coop""]",,1,Supported
A teacher's legal duty to report child abuse does not make them a law enforcement agent when questioning a child about suspected abuse.,"[""Ohio v. Clark""]",,1,Supported
"Private citizens' actions during a petition drive can count as government action for constitutional claims under the Fourteenth Amendment, particularly when those actions are facilitated or enabled by a municipal government and lead to discriminatory outcomes.","[""City of Cuyahoga Falls v. Buckeye Community Hope""]",,0,Refuted
"The government must prove that jurors are unbiased, but is not required to prove this beyond a reasonable doubt.","[""Skilling v. United States""]",,0,Refuted
Checking a towed car's contents is allowed to protect the owner's belongings and prevent disputes about missing items.,"[""South Dakota v. Opperman""]",,1,Supported
The government is legally permitted to seek a court order to stop or require the removal of waste that obstructs a waterway's navigable capacity.,"[""United States v. Republic Steel Corporation""]",,0,Refuted
"Laws prohibiting child pornography are primarily justified by the protection of children, and not by an intent to regulate private thoughts or desires.","[""Osborne v. Ohio""]",,0,Refuted
"Evidence seized incident to a lawful arrest on an outstanding warrant will be suppressed if the warrant was discovered during an investigatory stop later found to be unlawful, especially if the stop was conducted with the primary purpose of discovering evidence to justify an arrest.","[""Utah v. Strieff""]",,0,Refuted
Students must be allowed to explain their side before being suspended.,"[""Goss v. Lopez""]",,1,Supported
A government may not prohibit religious expression in a public forum if it allows other expression on the same topics.,"[""Capitol Square Review and Advisory Bd. v. Pinette"", ""Lamb's Chapel v. Center Moriches Union Free School District""]",,0,Refuted
Local government entities are generally liable for damages when their official policies violate constitutional rights.,"[""Monell v. Department of Social Services of the City of New York""]",,0,Refuted
"If a court says a government worker isn't protected when deciding if the case should go to trial, the worker can appeal that decision separately.","[""Behrens v. Pelletier""]",,1,Supported
"Congress must change the law to allow appeals of remand orders in specific situations, such as cases involving foreign sovereign immunity.","[""Powerex Corp. v. Reliant Energy Services, Inc.""]",,1,Supported
"Congress cannot regulate activities that are strictly local in nature, even if those activities could indirectly affect interstate commerce.","[""Hammer v. Dagenhart""]",,0,Refuted
Assuming unwed fathers are unfit solely because they are unmarried is not allowed when other parents are not assumed unfit without a hearing.,"[""Stanley v. Illinois""]",,1,Supported
Constitutional challenges must be clearly presented for the Supreme Court to consider them.,"[""Murel v. Baltimore City Criminal Court""]",National Association for the Advancement of Colored People v. Alabama ex rel. Flowers,2,Overruled
"Courts can consider settlement terms when deciding whether to certify a class, but the class must still meet all legal requirements for certification.","[""Amchem Products, Inc. v. Windsor""]",,1,Supported
The Constitution does not require prisons to have specific suicide prevention protocols for inmates.,"[""Taylor v. Barkes""]",,1,Supported
Religious documents are not permissible in public schools simply because a secular purpose for their display is claimed.,"[""Stone v. Graham""]",,0,Refuted
Speech that is likely to cause immediate and serious harm is not protected by the First Amendment.,"[""Schenck v. United States""]",Garrison v. Louisiana,2,Overruled
"A lawsuit can be dismissed early if the plaintiff fails to specifically cite the relevant federal statute, such as Section 1983, in their initial filing, even if the complaint otherwise provides a factual basis for a claim.","[""Johnson v. City of Shelby""]",,0,Refuted
The government is justified in providing different benefits to surviving spouses based on traditional gender roles and economic dependencies.,"[""Califano v. Goldfarb""]",,0,Refuted
Laws that are too vague about what constitutes disturbing the peace cannot be used to convict peaceful protesters.,"[""Garner v. Louisiana""]",,1,Supported
"The power to regulate elections is constitutionally reserved to the states, and federal intervention is not justified by past discrimination if current conditions do not demonstrate ongoing discrimination.","[""Shelby County v. Holder""]",,0,Refuted
Medical errors or accidental mistakes by prison staff do not count as cruel and unusual punishment.,"[""Estelle v. Gamble""]",,1,Supported
A defendant is entitled to a change of venue based on publicity regardless of whether the publicity actually prejudiced the fairness of the trial.,"[""Dobbert v. Florida""]",,0,Refuted
Juries determine how much money the government owes when land-use decisions violate constitutional rights.,"[""City of Monterey v. Del Monte Dunes at Monterey""]",,1,Supported
"Under the Federal Employers' Liability Act, a railroad company is responsible for a worker's injury if its negligence played any part in causing the injury.","[""CSX Transportation v. McBride""]",,0,Refuted
The law does not require employees to be physically present or working on a working day for them to count toward the 15-employee threshold.,"[""Walters v. Metropolitan Educational Enterprises, Inc.""]",,1,Supported
"Interest deductions apply only to the cost of borrowing money, not to buying assets.","[""United States v. Mississippi Chemical Corporation""]",,1,Supported
"Restrictions on donations to political parties do not violate First Amendment rights, even if those donations are intended to support candidates and causes, and even if there is no evidence of actual corruption.","[""McConnell v. Federal Election Commission"", ""Thompson v. Hebdon""]",,0,Refuted
Federal courts are not bound to apply a new interpretation of state law established by a state's highest court after the federal court has already ruled on the case.,"[""Lords Landing Village Condominium Council of Unit Owners v. Continental Insurance Company""]",,0,Refuted
The government can limit religious freedom when it's necessary to stop racial discrimination.,"[""Bob Jones University v. United States""]",,1,Supported
Federal bankruptcy law does not stop states from suspending driver's licenses for unpaid traffic-related debts.,"[""Kesler v. Dept. Of Public Safety""]",,1,Supported
Law enforcement officers cannot allow news media to be present during a search warrant execution in a private home.,"[""Hanlon v. Berger""]",,1,Supported
A penalty imposed for underfunding a pension plan does not automatically qualify as an excise tax with priority over other debts in bankruptcy.,"[""United States v. Reorganized CF& I Fab. of UT""]",,0,Refuted
A public official's belief that their actions comply with the law does not automatically establish a good faith defense against constitutional rights violations.,"[""O'Connor v. Donaldson""]",,0,Refuted
"A person has no constitutional right to lie to federal agents, and falsely denying wrongdoing can be a crime even if it does not directly obstruct an investigation.","[""Brogan v. United States""]",,0,Refuted
States can have procedures where judges decide on death sentences after considering specific details about the crime and the person's background.,"[""Proffitt v. Florida""]",Hurst v. Florida,2,Overruled
A constitutional error is only harmful if it likely changed the trial's outcome in a significant way.,"[""Davis v. Ayala""]",Chapman v. California,2,Overruled
Courts are allowed to deny a request for a lawyer after a defendant has decided to go without one.,"[""Marshall v. Rodgers""]",,1,Supported
"A private citizen generally lacks standing to sue based on alleged violations of the Elections Clause without demonstrating a direct, personal injury.","[""Lance v. Coffman""]",,0,Refuted
"A vocational expert’s testimony, without supporting underlying data, may still constitute “substantial evidence” in a benefits determination, and is not categorically insufficient.","[""Biestek v. Berryhill""]",,0,Refuted
The law permits requiring only one gender to register for the draft if differing combat roles provide a sufficient justification for the gender-based distinction.,"[""Rostker v. Goldberg""]",,0,Refuted
Existing phone companies are required to share network infrastructure with competitors if a regulatory body has the authority to enforce such sharing under relevant telecommunications law.,"[""AT&T Corporation v. Iowa Utilities Board""]",,0,Refuted
"Allowing media coverage of criminal trials violates a defendant's right to a fair trial, even with rules intended to mitigate bias.","[""Chandler v. Florida""]",,0,Refuted
"When determining if a suspect is 'in custody' for Miranda purposes, law enforcement officers are not required to consider the suspect's individual characteristics, such as age or prior experience with law enforcement.","[""Yarborough v. Alvarado""]",,0,Refuted
Railroad employers must withhold employment taxes from lost wages paid to employees as part of injury settlements.,"[""BNSF Railway Co. v. Loos""]",,1,Supported
"When a law requires the government to share information, citizens denied that information can sue to enforce the law.","[""Federal Election Commission v. Akins""]",,1,Supported
Federal agencies must consider all relevant information before making rules.,"[""Federal Energy Regulatory Commission v. Electric Power Supply Association, et al.""]",,1,Supported
"If your lawsuit causes the other side to change their behavior on their own, you cannot get attorney's fees as the winning party.","[""Buckhannon Board & Care Home, Inc. v. West Virginia Department of Health & Human Resources""]",Hardt v. Reliance Standard Life Ins. Co.,2,Overruled
Courts cannot use evidence of misconduct from other states to determine punitive damages in a current case.,"[""State Farm Mutual Automobile Insurance Company v. Campbell""]",,1,Supported
Police can hold a suspect in custody if evidence on their body is expected to naturally come out without surgery.,"[""Winston v. Lee""]",,1,Supported
"The public has a constitutional right to attend preliminary hearings in criminal cases, and courts must consider reasonable alternatives to closure before closing them to protect a defendant's right to a fair trial.","[""Press-Enterprise Co. v. Superior Court of Cal., County of Riverside""]",,0,Refuted
You cannot refuse to pay Social Security taxes based on religious beliefs if the law requires you to pay.,"[""United States v. Lee""]",,1,Supported
"A governmental entity with the power to sue and be sued is not automatically immune from all suits, even when performing governmental functions, and may be subject to suit unless doing so would gravely interfere with its operations.","[""Thacker v. Tennessee Valley Authority""]",,0,Refuted
"If police do not warn someone before questioning them in custody, their statement cannot be used as evidence in court, even if a federal law says it can.","[""Dickerson v. United States""]",Colorado v. Spring; Moran v. Burbine,2,Overruled
"Employers are permitted to take actions against employees for reporting discrimination, even if those actions would likely discourage other employees from doing the same.","[""Burlington Northern & Santa Fe Railway Co. v. White""]",,0,Refuted
Forcing newspapers to publish replies limits the variety of public discussion.,"[""Miami Herald Publishing Company v. Tornillo""]",,1,Supported
"If a lawyer represents people who might testify against a defendant, the court can block that lawyer from also representing the defendant.","[""Wheat v. United States""]",,1,Supported
"The Constitution prohibits investigations of government officials that are not controlled by the executive branch, as such investigations undermine presidential authority.","[""Morrison v. Olson""]",,0,Refuted
Congress has the power to authorize a department head to appoint individuals to serve as judges on military courts of appeal.,"[""Edmond v. United States""]",,0,Refuted
Federal courts can only hear cases if federal law explicitly allows it.,"[""Empire HealthChoice Assurance, Inc. v. McVeigh""]",City of Chicago v. International College of Surgeons,2,Overruled
Criminal defamation laws can only punish statements that the speaker knew were false or were reckless about whether they were true.,"[""Garrison v. Louisiana""]",,1,Supported
"A judge must step down only if a reasonable person, knowing all the facts, would doubt their ability to be fair.","[""Caperton v. A. T. Massey Coal Co."", ""Rippo v. Baker"", ""Sao Paulo State of Federative Republic of Brazil v. American Tobacco Company, Inc.""]",,1,Supported
"Restrictions on abortion access are permissible unless they create a substantial obstacle to a woman seeking an abortion, even if those restrictions do not demonstrably improve patient safety.","[""Whole Woman\u2019s Health v. Hellerstedt""]",,0,Refuted
"Immigration law categories are determined by their ordinary meaning, and administrative interpretations expanding those categories beyond their common understanding are invalid.","[""Saxbe v. Bustos""]",,0,Refuted
"Protecting historic landmarks through reasonable building restrictions always requires compensation to the property owner, even if the restrictions do not completely prevent all future use of the property.","[""Penn Central Transportation Company v. New York City""]",,0,Refuted
"Religious organizations are not exempt from generally applicable sales taxes on their sales, even if those taxes are applied to all other similar sales.","[""Jimmy Swaggart Ministries v. Board of Equalization of California""]",,0,Refuted
"A government agency's determination of a property's regulatory status, even if preliminary in nature, can create legally binding consequences and is therefore subject to judicial review.","[""United States Army Corps of Engineers v. Hawkes Co., Inc.""]",,0,Refuted
Private companies can take property for pipeline projects under federal law when approved by the government.,"[""PennEast Pipeline Co. v. New Jersey""]",,1,Supported
Copyright law does not protect how a software program is operated.,"[""Lotus Development Corporation v. Borland International, Inc.""]",,1,Supported
Workers who develop an illness due to their job cannot recover damages for fear of developing a related future illness.,"[""Norfolk & Western Railway Company v. Ayers""]",,0,Refuted
Laws restricting where protests can happen must not depend on what the protest is about.,"[""Clark v. Community for Creative Non-Violence""]",,1,Supported
Congress cannot compel state courts to extend statutes of limitations for claims originally filed in federal court.,"[""Jinks v. Richland County, South Carolina"", ""Osborn v. Haley""]",,0,Refuted
"Private individuals or businesses suing under federal antitrust laws have four years to file their lawsuit, regardless of any shorter deadlines set by state law.","[""Leh v. General Petroleum Corporation""]",,1,Supported
Prosecutors' correct explanations of the law during closing arguments can prevent the jury from being misled by errors in the judge's instructions.,"[""Middleton v. McNeil""]",,1,Supported
Only the terms in the tariff are part of the legal agreement between the company and customer.,"[""American Telephone & Telegraph Company v. Central Office Telephone, Inc.""]",,1,Supported
Court-approved remedies in discrimination cases are not limited to providing relief only to those directly proven to be victims of discrimination.,"[""Firefighters v. City of Cleveland""]",,0,Refuted
"A challenge to a method of execution can be successful by showing a significantly more humane and readily available alternative exists, even without proving the current method inevitably causes severe pain.","[""Baze v. Rees""]",,0,Refuted
Zoning rules that only limit the number of unrelated people in a home are exempt from the Fair Housing Act because they function as legitimate maximum occupancy restrictions.,"[""City of Edmonds v. Oxford House, Inc.""]",,0,Refuted
A federal taxpayer does not automatically have the right to sue the government over how it spends public funds.,"[""United States v. Richardson""]",,0,Refuted
The Immigration and Nationality Act does not limit the Secretary of State's authority to determine procedures for processing immigrant visa applications.,"[""Department of State v. Legal Assistance for Vietnamese Asylum Seekers, Inc.""]",,0,Refuted
Statistical evidence of unequal impact on specific groups is insufficient to invalidate census methods without proof of intentional discrimination.,"[""Wisconsin v. City of New York""]",,0,Refuted
Courts must consider how severe the constitutional violation is before ordering a special election.,"[""North Carolina v. Covington""]",,1,Supported
Courts consider whether the secrecy violation harmed the government's interests when deciding whether to dismiss the case.,"[""State Farm Fire and Casualty Co. v. U.S. ex rel. Rigsby""]",,1,Supported
Maritime law does not allow for the imposition of punitive damages based solely on a company's knowledge of an employee's potential for harmful conduct.,"[""Exxon Shipping Co. v. Baker""]",,0,Refuted
States cannot require candidates for federal office to support specific policies as a condition for appearing on the ballot.,"[""Cook v. Gralike""]",,1,Supported
"The Constitution does not prohibit an individual from simultaneously holding positions in both the judicial and executive branches of government, and Congressional authorization can allow active-duty military officers to hold civilian office.","[""Ortiz v. United States""]",,0,Refuted
"Police cannot enforce laws about public spaces without clear rules, as this violates free speech and assembly rights.","[""Cox v. Louisiana""]",,1,Supported
Courts do not have to pay attorney's fees when the party who removed the case had a reasonable basis for doing so at the time.,"[""Martin v. Franklin Capital Corp.""]",,1,Supported
"To establish predatory buying under antitrust law, a plaintiff must demonstrate that the defendant purchased goods at inflated prices with the intent to monopolize a market and a reasonable prospect of recouping its investment.","[""Weyerhaeuser Co. v. Ross-Simmons Hardwood Lumber Co., Inc.""]",,0,Refuted
"To challenge a court order, you must ask a judge to review it through the legal system before ignoring it.","[""Walker v. City of Birmingham""]",,1,Supported
Denying unemployment benefits to someone fired for religious reasons does not remedy the constitutional violation of their free exercise rights.,"[""Hobbie v. Unemployment Appeals Comm'n of Florida""]",,0,Refuted
Automatically exempting a group from jury duty based on their membership in that group does not necessarily violate the right to a jury drawn from a representative cross-section of the community.,"[""Duren v. Missouri"", ""Taylor v. Louisiana""]",,0,Refuted
Evidence is only excluded from trial if its inclusion would be fundamentally unfair.,"[""Perry v. New Hampshire""]",,1,Supported
"An attempted crime can be classified as a violent felony if it presents a serious potential risk of physical injury to another person, even though the crime was not completed.","[""James v. United States""]",,0,Refuted
Courts cannot hear lawsuits about emissions when a federal agency has the power to regulate them.,"[""American Electric Power Co., Inc. v. Connecticut""]","Whitman v. American Trucking Associations, Inc.",2,Overruled
The deadline to sue for fake evidence begins when the criminal case ends with a not guilty verdict.,"[""McDonough v. Smith""]",,1,Supported
Schools can require random drug tests for student athletes when the school's safety concerns outweigh the privacy invasion.,"[""Vernonia School District 47J v. Acton""]",,1,Supported
"A defendant can claim a violation of the right to a jury drawn from a fair cross-section of the community by showing that jury selection policies have a discriminatory effect, but this claim requires proof of significant underrepresentation resulting from those policies.","[""Berghuis v. Smith""]",,0,Refuted
A directory's facts must be selected or arranged in a creative way to be protected by copyright.,"[""Feist Publications, Inc. v. Rural Telephone Service Company, Inc.""]",,1,Supported
The Constitution requires states to return people charged with a crime to the state where they were charged.,"[""Puerto Rico v. Branstad""]",,1,Supported
People who pleaded guilty before new immigration laws took effect can still apply for relief from deportation under the rules that were in place when they pleaded guilty.,"[""Immigration and Naturalization Service v. St. Cyr""]",,1,Supported
Legal rights may be challenged even if those rights are being affected by prior court orders or agreements to which the challenging party was not originally involved.,"[""Martin v. Wilks""]",,0,Refuted
Bankruptcy protection only applies to debts that can be eliminated; other debts don't get this protection.,"[""Federal Communications Commission v. Nextwave Personal Communications, Inc.""]",,1,Supported
"Bankruptcy law considers moving assets to hinder creditors as fraud, which is different from making false statements.","[""Husky Electronics v. Ritz""]",,1,Supported
Gender can be used as a basis for excluding individuals from jury service.,"[""Hoyt v. Florida"", ""J.E.B. v. Alabama ex rel T.B.""]",,0,Refuted
States cannot take children from unwed fathers without a hearing if they give other parents a hearing before taking custody.,"[""Stanley v. Illinois""]",,1,Supported
"Medicaid reimbursement from a settlement must only cover the actual medical costs paid by Medicaid, not other types of damages.","[""Arkansas Dept. of Health and Human Servs. v. Ahlborn"", ""Wos v. E.M.A. et al.""]",,1,Supported
"State reporting requirements are a component of tax administration, but do not themselves constitute the assessment, levy, or collection of a tax.","[""Direct Marketing Association v. Brohl""]",,0,Refuted
"When a defendant pleads guilty, the law does not require the jury to be told that their silence cannot be used against them because the guilty plea confirms all facts necessary for conviction.","[""White v. Woodall""]",,1,Supported
"States may impose taxes on railroads even if similar taxes are not imposed on competing transportation methods, and railroads do not have a legal basis to challenge this discriminatory taxation.","[""CSX Transportation, Inc. v. Alabama Department of Revenue""]",,0,Refuted
"The Supreme Court definitively established in City News and Novelty, Inc. v. City of Waukesha that 'prompt judicial review' in adult business license cases means a judicial determination must occur within 30 days of the initial licensing decision.","[""City News & Novelty, Inc. v. City of Waukesha""]",,0,Refuted
Being questioned about editorial decisions in a libel case does not stop journalists from reporting true stories.,"[""Herbert v. Lando""]",,1,Supported
The government may not deny benefits based on an individual's refusal to work due to sincerely-held religious beliefs.,"[""Frazee v. Illinois Department of Employment Security"", ""Hobbie v. Unemployment Appeals Comm'n of Florida"", ""Sherbert v. Verner"", ""Thomas v. Review Board of the Indiana Employment Security Division""]",,0,Refuted
You must obey a court order even if you believe it is unfair or violates your rights.,"[""Walker v. City of Birmingham""]",,1,Supported
"Juries are capable of disregarding inadmissible evidence, and therefore excluding such evidence from trial is not always necessary.","[""Bourjaily v. United States"", ""Bruton v. United States"", ""Gray v. Maryland"", ""Richardson v. Marsh""]",,0,Refuted
"A lack of adequate legal resources for prisoners establishes a constitutional violation regarding access to courts, regardless of whether those inadequate resources prevented specific lawsuits from being filed.","[""Lewis v. Casey""]",,0,Refuted
Time spent in prison beyond the correct sentence cannot be used to shorten supervised release.,"[""United States v. Johnson""]",,1,Supported
"To use this method, the injured person must show that the accident was unusual and not something that typically occurs in that situation.","[""Herdman v. Pennsylvania Railroad Company""]",,1,Supported
Manufacturers complying with federal safety standards are not liable under state law for failing to exceed those standards.,"[""Geier v. American Honda Motor Company, Inc.""]",,0,Refuted
Laws that require cable companies to block entire channels instead of only specific offensive programs violate free speech.,"[""Denver Area Educational Telecommunications Consortium, Inc. v. Federal Communications Commission""]",,1,Supported
"If a state waived a registration fee for a carrier in 1991 through an agreement with another state, the law prevents that state from charging a fee to that carrier today.","[""Yellow Transportation, Inc. v. Michigan""]",,1,Supported
A scheme to defraud under Section 1346 requires a bribe or kickback; it does not extend to schemes based solely on the deprivation of honest services without such a component.,"[""Black v. United States"", ""Skilling v. United States""]",,0,Refuted
"A district court's failure to inform a defendant of their right to appeal, as required by the Federal Rules of Criminal Procedure, always provides grounds for habeas relief, even if the defendant was aware of their right and elected not to appeal.","[""Peguero v. United States""]",,0,Refuted
Anti-discrimination laws do not prevent organizations from choosing members based on shared beliefs.,"[""New York State Club Association Inc. v. City of New York""]",,0,Refuted
"A law regulating signs based on their communicative content is not content-neutral, even if applying the law requires an official to understand the sign's message.","[""Reed et al. v. Town of Gilbert, Arizona et al.""]",,0,Refuted
Police can observe someone through a window in a home without violating the Fourth Amendment if they are only there for a brief business visit.,"[""Minnesota v. Carter""]",,1,Supported
"Legal awareness of a violation requires actual awareness, and cannot be established merely by providing someone with information about it.","[""Intel Corp. Investment Policy Committee v. Sulyma""]",,0,Refuted
States must try other solutions before breaking a contract.,"[""United States Trust Company of New York v. New Jersey""]",,1,Supported
You don't need to prove you personally believed the false statements to bring a RICO lawsuit for mail fraud.,"[""Bridge v. Phoenix Bond & Indemnity Co.""]",,1,Supported
"When a government agency denies a claim without specifying which legal standard was used, the denial is invalid because it's unclear if the correct rules were followed.","[""Clay v. United States"", ""Kleindienst v. Mandel"", ""Shinseki v. Sanders""]",,1,Supported
Using race as a determining factor in awarding contracts to remedy past discrimination is a constitutional means of promoting equal opportunity.,"[""City of Richmond v. J. A. Croson Company""]",,0,Refuted
The government must file a specific motion with the court to request a sentence below the statutory minimum; the judge cannot lower it based only on a defendant's cooperation or a plea deal.,"[""Melendez v. United States""]",,1,Supported
Defense attorneys must know the laws that affect their case. Not knowing these laws can mean they didn't provide proper legal help.,"[""Hinton v. Alabama""]",,1,Supported
Government employees can obtain immediate appeal of rulings in a lawsuit even when the issue is a common defense like claim preclusion.,"[""Will v. Hallock""]",,0,Refuted
Federal courts can order a state to follow a court-approved settlement without first finding that the state broke federal law.,"[""Frew v. Hawkins""]",,1,Supported
A person's due process rights are violated by police conduct only when that conduct is intentionally harmful or shockingly reckless.,"[""County of Sacramento v. Lewis""]",,0,Refuted
"Whether an action constitutes lawmaking depends on the nature of the action itself, not the motivations of the official performing it.","[""Bogan v. Scott-Harris""]",,0,Refuted
You can claim equal protection violation even if you are the only person affected by the difference in treatment.,"[""Village of Willowbrook v. Olechon""]",,1,Supported
The law does not require courts to reappoint a lawyer for someone who previously waived their right to counsel.,"[""Marshall v. Rodgers""]",Garza v. Idaho,2,Overruled
